,date,hour_of_day,D_wait_time,EE_wait_time,KS_wait_time
9148,2017-05-29,20.0,11.11,28.89,55.56
9149,2017-05-29,21.0,13.75,25.0,42.5
9150,2017-05-29,22.0,20.0,20.56,29.5
9154,2017-05-30,8.0,4.44,10.0,14.5
9155,2017-05-30,9.0,9.44,33.0,36.67
9156,2017-05-30,10.0,43.89,43.89,85.0
9157,2017-05-30,11.0,37.14,45.71,66.43
9158,2017-05-30,12.0,41.43,68.33,26.67
9159,2017-05-30,13.0,41.88,68.12,45.0
9160,2017-05-30,14.0,46.11,39.0,38.33
9161,2017-05-30,15.0,23.75,43.75,41.25
9162,2017-05-30,16.0,22.14,37.86,22.5
9163,2017-05-30,17.0,37.5,39.29,37.86
9164,2017-05-30,18.0,40.62,45.62,48.75
9165,2017-05-30,19.0,17.78,38.5,31.67
9166,2017-05-30,20.0,24.44,29.29,45.0
9167,2017-05-30,21.0,26.11,,43.33
9168,2017-05-30,22.0,10.0,,10.0
9171,2017-05-31,8.0,4.38,9.38,15.62
9172,2017-05-31,9.0,6.88,26.88,33.75
9173,2017-05-31,10.0,31.0,45.56,56.67
9174,2017-05-31,11.0,60.0,52.86,35.0
9175,2017-05-31,12.0,29.38,45.0,43.5
9176,2017-05-31,13.0,55.56,55.56,45.0
9177,2017-05-31,14.0,62.14,35.0,18.12
9178,2017-05-31,15.0,45.62,36.88,15.0
9179,2017-05-31,16.0,30.62,27.5,15.0
9180,2017-05-31,17.0,43.33,30.0,15.0
9181,2017-05-31,18.0,45.5,21.0,15.0
9182,2017-05-31,19.0,23.33,34.38,15.0
9183,2017-05-31,20.0,31.67,26.88,16.25
9184,2017-05-31,21.0,20.56,19.29,25.0
9185,2017-05-31,22.0,29.38,14.44,25.0
9187,2017-06-01,8.0,5.71,10.56,13.75
9188,2017-06-01,9.0,5.0,24.5,28.33
9189,2017-06-01,10.0,25.0,45.0,54.44
9190,2017-06-01,11.0,47.14,35.0,24.29
9191,2017-06-01,12.0,28.75,47.78,20.62
9192,2017-06-01,13.0,34.44,43.12,23.75
9193,2017-06-01,14.0,32.5,44.5,18.12
9194,2017-06-01,15.0,30.0,33.5,21.25
9195,2017-06-01,16.0,43.57,25.71,12.86
9196,2017-06-01,17.0,28.12,23.75,13.33
9197,2017-06-01,18.0,29.29,22.5,28.75
9198,2017-06-01,19.0,20.0,12.5,24.44
9199,2017-06-01,20.0,36.67,,24.5
9200,2017-06-01,21.0,18.33,22.5,34.44
9201,2017-06-01,22.0,10.0,20.0,24.38
9203,2017-06-02,8.0,11.25,6.11,13.89
9204,2017-06-02,9.0,16.5,22.78,32.78
9205,2017-06-02,10.0,33.33,41.25,76.43
9206,2017-06-02,11.0,57.78,46.67,75.0
9207,2017-06-02,12.0,41.11,34.44,26.11
9208,2017-06-02,13.0,28.57,37.5,30.71
9209,2017-06-02,14.0,33.57,31.25,47.14
9210,2017-06-02,15.0,27.86,40.62,55.71
9211,2017-06-02,16.0,32.22,34.0,18.33
9212,2017-06-02,17.0,32.5,12.14,15.62
9213,2017-06-02,18.0,29.29,12.14,15.0
9214,2017-06-02,19.0,22.5,11.25,13.5
9215,2017-06-02,20.0,10.56,18.75,10.56
9216,2017-06-02,21.0,15.0,26.36,10.0
9217,2017-06-02,22.0,20.56,19.55,10.0
9220,2017-06-03,8.0,12.78,13.5,15.56
9221,2017-06-03,9.0,21.25,28.33,58.12
9222,2017-06-03,10.0,33.33,40.62,95.62
9223,2017-06-03,11.0,46.11,30.0,128.89
9224,2017-06-03,12.0,40.71,35.0,38.57
9225,2017-06-03,13.0,32.22,35.62,17.5
9226,2017-06-03,14.0,40.56,29.44,31.67
9227,2017-06-03,15.0,56.25,35.62,33.75
9228,2017-06-03,16.0,22.0,30.56,16.11
9229,2017-06-03,17.0,16.11,26.67,17.5
9230,2017-06-03,18.0,15.71,34.29,15.71
9231,2017-06-03,19.0,12.22,20.0,15.0
9232,2017-06-03,20.0,9.38,16.67,11.25
9233,2017-06-03,21.0,12.22,8.33,10.0
9234,2017-06-03,22.0,10.0,5.62,10.0
9239,2017-06-04,8.0,5.56,6.11,15.0
9240,2017-06-04,9.0,7.73,32.31,19.5
9241,2017-06-04,10.0,32.22,45.0,63.12
9242,2017-06-04,11.0,34.44,36.11,38.75
9243,2017-06-04,12.0,33.75,42.5,41.25
9244,2017-06-04,13.0,35.0,40.56,31.67
9245,2017-06-04,14.0,17.22,39.55,33.89
9246,2017-06-04,15.0,17.5,30.0,35.56
9247,2017-06-04,16.0,20.0,25.0,15.0
9248,2017-06-04,17.0,12.86,21.88,15.71
9249,2017-06-04,18.0,10.0,21.67,17.78
9250,2017-06-04,19.0,10.0,21.11,15.0
9251,2017-06-04,20.0,10.0,16.67,14.44
9252,2017-06-04,21.0,9.44,8.0,10.0
9253,2017-06-04,22.0,10.0,6.67,10.0
9259,2017-06-05,8.0,12.73,11.67,13.33
9260,2017-06-05,9.0,21.82,30.62,51.11
9261,2017-06-05,10.0,31.88,47.78,60.71
9262,2017-06-05,11.0,40.62,40.0,25.62
9263,2017-06-05,12.0,37.22,50.56,41.25
9264,2017-06-05,13.0,55.56,50.0,36.67
9265,2017-06-05,14.0,41.43,40.71,47.86
9266,2017-06-05,15.0,35.0,39.29,55.0
9267,2017-06-05,16.0,25.0,34.38,37.5
9268,2017-06-05,17.0,21.11,33.33,46.0
9269,2017-06-05,18.0,28.33,33.33,59.44
9270,2017-06-05,19.0,22.5,31.5,25.62
9271,2017-06-05,20.0,10.0,27.78,22.27
9272,2017-06-05,21.0,10.0,31.0,17.22
9273,2017-06-05,22.0,10.0,17.78,10.0
9274,2017-06-06,8.0,8.0,6.67,5.0
9275,2017-06-06,9.0,21.11,28.12,17.22
9276,2017-06-06,10.0,49.38,38.64,35.0
9277,2017-06-06,11.0,36.5,37.22,26.11
9278,2017-06-06,12.0,35.0,43.12,30.62
9279,2017-06-06,13.0,50.0,41.25,51.11
9280,2017-06-06,14.0,50.0,27.5,20.0
9281,2017-06-06,15.0,33.12,30.56,20.0
9282,2017-06-06,16.0,17.14,31.67,13.33
9283,2017-06-06,17.0,17.5,20.83,16.67
9284,2017-06-06,18.0,10.0,24.44,20.0
9285,2017-06-06,19.0,9.29,23.57,15.71
9286,2017-06-06,20.0,5.0,32.22,25.5
9287,2017-06-06,21.0,5.0,17.78,8.89
9288,2017-06-06,22.0,5.0,10.45,5.0
9290,2017-06-07,8.0,7.86,5.62,11.88
9291,2017-06-07,9.0,13.57,28.12,14.29
9292,2017-06-07,10.0,33.89,47.22,35.0
9293,2017-06-07,11.0,65.0,32.5,30.62
9294,2017-06-07,12.0,27.22,19.0,13.89
9295,2017-06-07,13.0,46.88,22.5,15.0
9296,2017-06-07,14.0,25.0,41.25,15.0
9297,2017-06-07,15.0,17.22,40.56,15.0
9298,2017-06-07,16.0,15.0,31.88,15.0
9299,2017-06-07,17.0,15.0,32.22,26.11
9300,2017-06-07,18.0,16.25,28.75,30.62
9301,2017-06-07,19.0,19.0,29.5,29.5
9302,2017-06-07,20.0,10.0,28.12,46.11
9303,2017-06-07,21.0,10.0,19.44,19.44
9304,2017-06-07,22.0,10.0,13.12,14.38
9308,2017-06-08,8.0,5.0,5.0,9.0
9309,2017-06-08,9.0,7.78,24.5,17.5
9310,2017-06-08,10.0,32.0,34.44,35.56
9311,2017-06-08,11.0,51.88,42.22,49.44
9312,2017-06-08,12.0,37.78,47.5,42.5
9313,2017-06-08,13.0,40.0,35.71,33.75
9314,2017-06-08,14.0,25.0,42.78,23.5
9315,2017-06-08,15.0,25.0,48.12,17.78
9316,2017-06-08,16.0,25.0,41.0,21.11
9317,2017-06-08,17.0,38.33,40.56,23.33
9318,2017-06-08,18.0,31.67,31.67,33.64
9323,2017-06-08,19.0,,25.45,16.11
9319,2017-06-08,20.0,11.88,20.62,11.67
9320,2017-06-08,21.0,12.78,27.5,10.0
9321,2017-06-08,22.0,10.0,19.09,11.67
9325,2017-06-09,8.0,8.12,6.25,9.38
9326,2017-06-09,9.0,15.0,25.56,17.5
9327,2017-06-09,10.0,38.0,39.17,47.5
9328,2017-06-09,11.0,50.0,52.5,76.25
9329,2017-06-09,12.0,47.78,59.44,105.0
9330,2017-06-09,13.0,46.88,52.5,84.38
9331,2017-06-09,14.0,47.5,44.38,58.75
9332,2017-06-09,15.0,38.57,38.57,40.0
9333,2017-06-09,16.0,10.0,34.44,20.0
9334,2017-06-09,17.0,10.0,26.11,18.75
9335,2017-06-09,18.0,18.33,18.5,17.22
9336,2017-06-09,19.0,15.0,20.0,15.0
9337,2017-06-09,20.0,15.0,17.78,21.67
9338,2017-06-09,21.0,15.0,28.21,13.89
9339,2017-06-09,22.0,13.89,18.18,10.0
9341,2017-06-10,8.0,10.0,6.0,9.0
9342,2017-06-10,9.0,10.0,23.33,13.89
9343,2017-06-10,10.0,12.5,33.33,17.5
9344,2017-06-10,11.0,34.0,25.56,18.0
9345,2017-06-10,12.0,25.62,28.12,17.5
9346,2017-06-10,13.0,35.0,30.62,28.12
9347,2017-06-10,14.0,24.38,30.0,18.12
9348,2017-06-10,15.0,21.67,24.44,15.0
9349,2017-06-10,16.0,19.44,21.67,15.0
9350,2017-06-10,17.0,15.0,18.75,20.0
9351,2017-06-10,18.0,15.0,18.89,18.33
9352,2017-06-10,19.0,10.56,12.5,16.67
9353,2017-06-10,20.0,6.25,25.0,21.25
9354,2017-06-10,21.0,5.0,27.78,11.25
9355,2017-06-10,22.0,5.0,15.42,11.11
9357,2017-06-11,8.0,5.0,5.0,8.75
9358,2017-06-11,9.0,7.22,13.33,16.67
9359,2017-06-11,10.0,10.0,30.62,22.5
9360,2017-06-11,11.0,10.0,26.5,18.89
9361,2017-06-11,12.0,23.75,25.0,23.57
9362,2017-06-11,13.0,38.89,33.33,20.0
9363,2017-06-11,14.0,39.44,48.89,21.67
9364,2017-06-11,15.0,16.88,53.75,15.0
9365,2017-06-11,16.0,25.56,,21.88
9366,2017-06-11,17.0,12.78,15.62,28.33
9367,2017-06-11,18.0,5.0,25.56,15.0
9368,2017-06-11,19.0,5.0,8.0,15.0
9369,2017-06-11,20.0,5.0,15.0,11.11
9370,2017-06-11,21.0,5.0,17.5,10.0
9371,2017-06-11,22.0,5.0,16.25,10.0
9374,2017-06-12,8.0,8.33,11.36,8.89
9375,2017-06-12,9.0,15.45,32.0,30.0
9376,2017-06-12,10.0,40.0,40.62,70.62
9377,2017-06-12,11.0,50.0,45.56,45.56
9378,2017-06-12,12.0,34.44,42.22,37.0
9379,2017-06-12,13.0,46.25,37.5,30.71
9380,2017-06-12,14.0,43.33,50.56,32.78
9381,2017-06-12,15.0,38.89,34.44,48.89
9382,2017-06-12,16.0,26.88,28.33,61.67
9383,2017-06-12,17.0,35.0,,82.5
9384,2017-06-12,18.0,24.44,,45.0
9385,2017-06-12,19.0,10.0,26.67,22.5
9386,2017-06-12,20.0,5.56,42.78,13.5
9387,2017-06-12,21.0,10.0,27.78,10.0
9388,2017-06-12,22.0,5.0,25.0,10.0
9390,2017-06-13,8.0,8.0,5.45,8.5
9391,2017-06-13,9.0,13.5,24.55,19.44
9392,2017-06-13,10.0,29.44,37.0,48.5
9393,2017-06-13,11.0,26.25,33.75,38.12
9394,2017-06-13,12.0,37.5,43.12,38.89
9395,2017-06-13,13.0,35.0,38.12,41.25
9396,2017-06-13,14.0,41.25,39.29,33.64
9397,2017-06-13,15.0,22.5,20.0,34.29
9398,2017-06-13,16.0,26.67,31.67,25.83
9399,2017-06-13,17.0,14.5,22.78,57.78
9400,2017-06-13,18.0,18.75,30.56,67.78
9401,2017-06-13,19.0,9.44,25.5,26.11
9402,2017-06-13,20.0,11.5,20.56,30.0
9403,2017-06-13,21.0,21.88,23.0,25.56
9404,2017-06-13,22.0,8.12,15.0,10.0
9407,2017-06-14,8.0,5.0,6.36,11.11
9408,2017-06-14,9.0,6.67,24.44,24.38
9409,2017-06-14,10.0,35.71,46.88,38.57
9410,2017-06-14,11.0,25.71,30.71,30.0
9411,2017-06-14,12.0,33.89,39.44,28.33
9412,2017-06-14,13.0,33.0,42.0,39.0
9413,2017-06-14,14.0,25.0,26.43,20.71
9414,2017-06-14,15.0,25.0,25.0,21.25
9415,2017-06-14,16.0,25.0,30.0,18.57
9416,2017-06-14,17.0,25.0,,23.89
9417,2017-06-14,18.0,25.0,13.33,32.73
9418,2017-06-14,19.0,25.0,23.5,16.11
9419,2017-06-14,20.0,23.33,16.11,11.11
9420,2017-06-14,21.0,10.0,12.22,10.0
9421,2017-06-14,22.0,10.0,15.0,10.0
9423,2017-06-15,8.0,5.0,5.0,9.38
9437,2017-06-15,9.0,,20.42,20.56
9424,2017-06-15,10.0,5.0,37.5,39.38
9425,2017-06-15,11.0,45.0,38.89,30.45
9426,2017-06-15,12.0,28.12,30.56,20.0
9427,2017-06-15,13.0,40.56,31.11,22.78
9428,2017-06-15,14.0,35.0,30.0,15.0
9429,2017-06-15,15.0,19.44,31.67,15.0
9430,2017-06-15,16.0,46.67,20.0,15.0
9431,2017-06-15,17.0,11.25,15.56,15.0
9432,2017-06-15,18.0,22.22,6.67,15.0
9433,2017-06-15,19.0,10.0,6.67,15.0
9434,2017-06-15,20.0,10.0,8.33,15.0
9435,2017-06-15,21.0,10.0,20.0,15.0
9436,2017-06-15,22.0,6.11,16.0,11.11
9439,2017-06-16,8.0,5.0,5.0,8.89
9440,2017-06-16,9.0,5.0,18.75,19.38
9441,2017-06-16,10.0,20.56,32.5,35.0
9442,2017-06-16,11.0,28.75,36.0,38.12
9443,2017-06-16,12.0,32.0,46.88,34.44
9444,2017-06-16,13.0,42.5,,51.88
9445,2017-06-16,14.0,47.14,30.5,43.33
9446,2017-06-16,15.0,28.75,37.5,35.0
9447,2017-06-16,16.0,31.88,38.33,21.11
9448,2017-06-16,17.0,21.11,38.89,33.89
9449,2017-06-16,18.0,31.88,32.22,21.25
9450,2017-06-16,19.0,14.44,23.33,16.11
9451,2017-06-16,20.0,15.71,23.57,20.0
9452,2017-06-16,21.0,6.67,30.56,30.56
9453,2017-06-16,22.0,5.0,19.38,22.22
9456,2017-06-17,8.0,5.0,10.56,13.33
9457,2017-06-17,9.0,5.0,25.0,32.22
9458,2017-06-17,10.0,20.0,35.0,50.62
9459,2017-06-17,11.0,10.0,27.5,34.0
9460,2017-06-17,12.0,10.0,30.0,15.0
9461,2017-06-17,13.0,10.0,25.62,15.0
9462,2017-06-17,14.0,10.0,21.0,32.22
9463,2017-06-17,15.0,10.0,21.11,21.11
9464,2017-06-17,16.0,6.25,19.29,15.71
9465,2017-06-17,17.0,5.0,15.56,20.0
9466,2017-06-17,18.0,6.11,16.25,15.56
9467,2017-06-17,19.0,6.67,10.0,10.56
9468,2017-06-17,20.0,5.0,7.78,14.44
9469,2017-06-17,21.0,5.0,12.73,11.67
9470,2017-06-17,22.0,5.0,18.89,10.0
9472,2017-06-18,8.0,5.0,5.0,8.89
9473,2017-06-18,9.0,5.0,12.78,15.56
9474,2017-06-18,10.0,5.0,31.11,30.0
9475,2017-06-18,11.0,5.0,28.75,36.11
9476,2017-06-18,12.0,21.67,28.89,22.22
9477,2017-06-18,13.0,30.0,39.44,15.0
9478,2017-06-18,14.0,25.0,38.75,15.0
9479,2017-06-18,15.0,8.75,35.0,15.0
9480,2017-06-18,16.0,16.25,20.0,15.0
9481,2017-06-18,17.0,5.62,19.38,18.75
9482,2017-06-18,18.0,5.0,22.22,21.11
9483,2017-06-18,19.0,5.0,19.44,15.0
9484,2017-06-18,20.0,11.67,15.56,11.11
9485,2017-06-18,21.0,5.0,14.44,10.0
9486,2017-06-18,22.0,8.12,8.12,10.0
9488,2017-06-19,8.0,5.0,6.67,45.0
9489,2017-06-19,9.0,6.67,25.62,24.29
9490,2017-06-19,10.0,17.5,46.67,57.86
9491,2017-06-19,11.0,54.44,48.57,47.78
9492,2017-06-19,12.0,50.0,,35.62
9493,2017-06-19,13.0,53.12,33.0,51.25
9494,2017-06-19,14.0,36.88,53.75,40.0
9495,2017-06-19,15.0,36.88,45.71,40.0
9496,2017-06-19,16.0,45.0,34.38,38.75
9497,2017-06-19,17.0,21.67,28.33,45.0
9498,2017-06-19,18.0,13.33,26.11,34.38
9499,2017-06-19,19.0,10.0,26.11,15.0
9500,2017-06-19,20.0,6.88,18.12,15.0
9501,2017-06-19,21.0,5.0,22.5,15.0
9502,2017-06-19,22.0,5.0,19.5,15.0
9504,2017-06-20,8.0,5.0,5.0,9.0
9505,2017-06-20,9.0,9.29,27.86,18.75
9506,2017-06-20,10.0,39.0,42.5,45.71
9507,2017-06-20,11.0,28.57,38.57,35.71
9508,2017-06-20,12.0,50.62,31.25,40.0
9509,2017-06-20,13.0,36.88,41.25,22.22
9510,2017-06-20,14.0,30.71,36.43,21.43
9511,2017-06-20,15.0,35.0,37.5,40.0
9512,2017-06-20,16.0,35.0,26.88,45.0
9519,2017-06-20,17.0,,32.5,60.0
9513,2017-06-20,18.0,35.0,30.5,32.78
9514,2017-06-20,19.0,10.0,39.0,11.0
9515,2017-06-20,20.0,18.33,16.67,11.11
9516,2017-06-20,21.0,5.91,17.0,10.56
9517,2017-06-20,22.0,6.88,13.12,10.62
9521,2017-06-21,8.0,5.0,5.0,9.29
9522,2017-06-21,9.0,7.86,7.86,15.71
9523,2017-06-21,10.0,23.0,31.67,17.0
9524,2017-06-21,11.0,36.67,29.29,25.83
9525,2017-06-21,12.0,25.71,35.0,17.86
9526,2017-06-21,13.0,35.0,34.0,15.0
9527,2017-06-21,14.0,18.33,35.0,20.83
9528,2017-06-21,15.0,22.5,45.0,15.0
9529,2017-06-21,16.0,8.33,45.0,15.0
9530,2017-06-21,17.0,18.75,,15.0
9531,2017-06-21,18.0,12.14,15.0,15.0
9532,2017-06-21,19.0,7.14,20.83,15.0
9533,2017-06-21,20.0,7.14,8.33,10.83
9534,2017-06-21,21.0,5.0,12.22,10.0
9535,2017-06-21,22.0,5.56,6.11,10.0
9538,2017-06-22,8.0,5.0,5.0,8.89
9539,2017-06-22,9.0,6.88,14.38,26.67
9540,2017-06-22,10.0,22.14,37.14,29.29
9541,2017-06-22,11.0,51.88,41.11,35.56
9542,2017-06-22,12.0,56.67,30.83,25.0
9543,2017-06-22,13.0,42.22,38.89,24.0
9544,2017-06-22,14.0,35.56,38.89,36.67
9545,2017-06-22,15.0,42.78,30.0,30.0
9546,2017-06-22,16.0,15.0,25.0,24.29
9547,2017-06-22,17.0,15.0,23.89,34.44
9548,2017-06-22,18.0,5.0,24.38,34.38
9549,2017-06-22,19.0,9.44,15.0,14.44
9550,2017-06-22,20.0,15.0,20.56,28.89
9551,2017-06-22,21.0,6.67,20.45,18.89
9552,2017-06-22,22.0,10.56,17.78,12.22
9554,2017-06-23,8.0,5.0,5.0,9.44
9555,2017-06-23,9.0,7.78,21.5,15.0
9556,2017-06-23,10.0,27.0,33.89,34.5
9557,2017-06-23,11.0,34.44,37.78,46.67
9558,2017-06-23,12.0,41.67,38.33,24.44
9559,2017-06-23,13.0,41.0,40.56,38.33
9560,2017-06-23,14.0,33.33,31.67,46.5
9561,2017-06-23,15.0,20.0,27.22,33.33
9562,2017-06-23,16.0,23.89,30.56,15.56
9563,2017-06-23,17.0,13.33,24.0,18.33
9564,2017-06-23,18.0,10.0,24.5,16.11
9565,2017-06-23,19.0,8.33,21.67,18.33
9566,2017-06-23,20.0,5.0,24.44,20.0
9567,2017-06-23,21.0,5.0,18.5,25.0
9568,2017-06-23,22.0,5.0,17.78,11.67
9573,2017-06-24,8.0,5.0,6.67,10.0
9574,2017-06-24,9.0,5.0,22.22,16.67
9575,2017-06-24,10.0,13.33,35.0,15.0
9576,2017-06-24,11.0,32.78,28.33,16.11
9577,2017-06-24,12.0,15.0,30.56,23.89
9578,2017-06-24,13.0,25.0,32.78,22.22
9579,2017-06-24,14.0,30.0,38.33,19.44
9580,2017-06-24,15.0,25.0,33.33,29.44
9581,2017-06-24,16.0,12.78,24.44,25.56
9582,2017-06-24,17.0,5.0,22.22,20.56
9583,2017-06-24,18.0,5.0,18.89,40.0
9584,2017-06-24,19.0,5.0,18.33,18.89
9585,2017-06-24,20.0,5.0,25.56,10.0
9586,2017-06-24,21.0,5.0,15.56,10.0
9587,2017-06-24,22.0,5.0,20.0,10.0
9590,2017-06-25,8.0,5.0,5.56,8.89
9591,2017-06-25,9.0,8.33,16.67,23.33
9592,2017-06-25,10.0,16.67,26.67,18.33
9593,2017-06-25,11.0,17.22,26.11,16.5
9594,2017-06-25,12.0,20.0,29.44,20.0
9595,2017-06-25,13.0,24.44,32.78,21.67
9596,2017-06-25,14.0,20.83,28.89,16.67
9597,2017-06-25,15.0,25.0,27.5,15.0
9598,2017-06-25,16.0,19.0,26.5,17.5
9599,2017-06-25,17.0,11.67,22.22,18.89
9600,2017-06-25,18.0,8.33,17.0,17.78
9601,2017-06-25,19.0,6.67,12.22,17.22
9602,2017-06-25,20.0,5.45,17.73,15.0
9603,2017-06-25,21.0,5.0,11.67,10.56
9604,2017-06-25,22.0,5.0,5.0,10.0
9607,2017-06-26,8.0,5.0,11.67,36.67
9608,2017-06-26,9.0,13.89,37.78,59.44
9609,2017-06-26,10.0,40.91,39.55,93.18
9610,2017-06-26,11.0,60.91,56.11,101.67
9611,2017-06-26,12.0,47.5,53.33,42.0
9612,2017-06-26,13.0,28.0,36.11,62.78
9613,2017-06-26,14.0,41.11,48.12,40.0
9614,2017-06-26,15.0,50.0,52.5,55.56
9615,2017-06-26,16.0,31.11,57.5,57.22
9616,2017-06-26,17.0,27.22,41.11,62.22
9617,2017-06-26,18.0,25.56,40.0,60.56
9618,2017-06-26,19.0,25.71,43.89,57.78
9619,2017-06-26,20.0,17.22,35.56,33.89
9620,2017-06-26,21.0,6.11,22.92,16.0
9621,2017-06-26,22.0,5.0,19.58,7.22
9624,2017-06-27,8.0,5.0,6.11,9.44
9625,2017-06-27,9.0,8.33,26.67,21.5
9626,2017-06-27,10.0,36.5,38.33,58.89
9627,2017-06-27,11.0,52.22,51.11,46.11
9628,2017-06-27,12.0,47.5,72.22,48.33
9629,2017-06-27,13.0,60.0,45.0,53.33
9630,2017-06-27,14.0,40.0,47.78,34.44
9631,2017-06-27,15.0,30.0,41.67,32.78
9639,2017-06-27,16.0,,35.0,45.71
9632,2017-06-27,17.0,42.86,,
9633,2017-06-27,18.0,45.0,,
9634,2017-06-27,19.0,37.22,17.0,
9635,2017-06-27,20.0,5.0,23.89,10.71
9636,2017-06-27,21.0,5.0,18.89,21.11
9637,2017-06-27,22.0,5.0,20.0,22.22
9641,2017-06-28,8.0,5.0,5.0,8.5
9642,2017-06-28,9.0,7.5,27.78,28.33
9643,2017-06-28,10.0,47.0,38.89,72.78
9644,2017-06-28,11.0,42.22,43.89,68.33
9645,2017-06-28,12.0,48.33,39.44,33.33
9646,2017-06-28,13.0,35.0,37.5,41.25
9647,2017-06-28,14.0,65.0,42.14,29.29
9648,2017-06-28,15.0,15.0,36.67,48.33
9649,2017-06-28,16.0,20.0,37.0,58.33
9650,2017-06-28,17.0,36.67,,60.0
9651,2017-06-28,18.0,40.5,,36.11
9652,2017-06-28,19.0,30.56,,11.67
9653,2017-06-28,20.0,22.78,,10.0
9654,2017-06-28,21.0,15.0,,10.0
9655,2017-06-28,22.0,15.0,,10.0
9658,2017-06-29,8.0,5.0,5.0,9.44
9659,2017-06-29,9.0,11.67,22.78,35.0
9660,2017-06-29,10.0,31.11,38.18,56.67
9661,2017-06-29,11.0,39.38,46.88,30.62
9662,2017-06-29,12.0,32.5,33.33,28.33
9663,2017-06-29,13.0,31.0,43.33,47.0
9664,2017-06-29,14.0,40.71,53.57,39.29
9665,2017-06-29,15.0,18.5,35.5,24.0
9666,2017-06-29,16.0,20.0,34.0,23.89
9667,2017-06-29,17.0,20.0,31.0,33.33
9668,2017-06-29,18.0,20.0,28.75,26.5
9669,2017-06-29,19.0,16.67,23.33,20.5
9670,2017-06-29,20.0,10.0,28.5,31.67
9671,2017-06-29,21.0,10.0,18.89,20.0
9672,2017-06-29,22.0,10.0,16.5,10.56
9675,2017-06-30,8.0,5.0,5.0,9.0
9676,2017-06-30,9.0,5.0,20.0,15.56
9677,2017-06-30,10.0,24.29,37.5,21.43
9678,2017-06-30,11.0,26.67,39.44,25.0
9679,2017-06-30,12.0,25.0,44.0,17.78
9680,2017-06-30,13.0,35.0,38.89,23.33
9681,2017-06-30,14.0,21.11,35.0,17.78
9682,2017-06-30,15.0,13.33,32.78,18.5
9683,2017-06-30,16.0,52.5,28.75,15.0
9684,2017-06-30,17.0,21.67,,15.83
9685,2017-06-30,18.0,15.0,55.0,15.0
9686,2017-06-30,19.0,15.0,30.0,10.0
9687,2017-06-30,20.0,11.67,26.67,17.22
9688,2017-06-30,21.0,5.0,20.56,24.0
9689,2017-06-30,22.0,9.44,21.11,25.56
9692,2017-07-01,8.0,5.0,5.0,14.44
9693,2017-07-01,9.0,5.0,24.09,30.0
9694,2017-07-01,10.0,18.33,41.0,67.27
9695,2017-07-01,11.0,45.0,38.89,35.56
9696,2017-07-01,12.0,45.0,38.0,20.5
9697,2017-07-01,13.0,45.0,33.0,21.67
9698,2017-07-01,14.0,33.33,52.5,18.89
9699,2017-07-01,15.0,45.0,,25.56
9700,2017-07-01,16.0,41.11,36.25,34.44
9701,2017-07-01,17.0,16.11,38.89,37.78
9702,2017-07-01,18.0,25.0,36.5,26.5
9706,2017-07-01,19.0,,37.22,13.64
9703,2017-07-01,20.0,25.0,30.0,33.89
9704,2017-07-01,21.0,25.0,25.0,67.78
9705,2017-07-01,22.0,25.0,23.5,21.67
9708,2017-07-02,8.0,5.56,11.11,9.44
9709,2017-07-02,9.0,5.0,21.0,23.33
9710,2017-07-02,10.0,18.89,41.0,48.33
9711,2017-07-02,11.0,32.5,43.33,26.0
9712,2017-07-02,12.0,50.0,40.56,26.67
9713,2017-07-02,13.0,35.56,42.22,57.22
9714,2017-07-02,14.0,45.0,44.44,55.0
9715,2017-07-02,15.0,30.0,46.11,55.0
9716,2017-07-02,16.0,20.0,40.0,45.56
9717,2017-07-02,17.0,26.11,42.22,35.0
9718,2017-07-02,18.0,50.0,42.0,29.44
9719,2017-07-02,19.0,20.5,36.11,25.0
9720,2017-07-02,20.0,27.78,28.33,25.0
9721,2017-07-02,21.0,10.0,33.89,18.0
9722,2017-07-02,22.0,23.89,21.67,15.0
9724,2017-07-03,8.0,5.0,7.5,9.0
9725,2017-07-03,9.0,11.11,28.33,22.0
9726,2017-07-03,10.0,39.5,41.11,53.0
9727,2017-07-03,11.0,38.33,43.33,45.56
9728,2017-07-03,12.0,54.44,45.0,55.0
9729,2017-07-03,13.0,60.0,45.45,47.22
9730,2017-07-03,14.0,51.11,44.55,58.33
9731,2017-07-03,15.0,35.0,45.0,70.56
9732,2017-07-03,16.0,65.0,32.5,73.89
9733,2017-07-03,17.0,51.11,45.0,71.67
9734,2017-07-03,18.0,50.0,41.11,62.22
9735,2017-07-03,19.0,50.0,44.5,26.11
9736,2017-07-03,20.0,,38.89,44.5
9737,2017-07-03,21.0,,36.11,39.44
9738,2017-07-03,22.0,,32.22,16.67
9741,2017-07-04,8.0,5.0,5.0,8.75
9742,2017-07-04,9.0,10.0,20.91,14.09
9743,2017-07-04,10.0,24.44,35.91,17.78
9744,2017-07-04,11.0,26.11,36.0,17.78
9745,2017-07-04,12.0,27.78,31.11,15.0
9746,2017-07-04,13.0,33.33,30.0,17.22
9747,2017-07-04,14.0,16.67,26.88,25.0
9748,2017-07-04,15.0,11.5,,25.0
9749,2017-07-04,16.0,20.0,18.33,19.44
9750,2017-07-04,17.0,8.5,42.78,16.11
9751,2017-07-04,18.0,8.33,30.0,19.44
9752,2017-07-04,19.0,6.0,32.78,15.0
