date,hour_of_day,DT_wait_time,POC_wait_time,SM_wait_time
2015-06-07,15.0,77.5,42.0,58.64
2015-06-07,16.0,90.0,39.23,54.17
2015-06-07,17.0,74.0,40.0,62.5
2015-06-07,18.0,64.09,25.91,58.64
2015-06-07,19.0,74.17,34.58,49.17
2015-06-07,20.0,76.67,24.17,38.85
2015-06-07,21.0,61.82,19.17,28.33
2015-06-07,22.0,45.0,5.0,31.82
2015-06-08,8.0,50.36,,5.0
2015-06-08,9.0,66.54,,28.21
2015-06-08,10.0,83.33,,46.79
2015-06-08,11.0,87.5,,74.58
2015-06-08,12.0,74.17,,78.64
2015-06-08,13.0,83.33,,91.67
2015-06-08,14.0,90.0,,111.67
2015-06-08,15.0,84.55,,130.0
2015-06-08,16.0,88.18,,104.09
2015-06-08,17.0,107.5,,71.67
2015-06-08,18.0,85.38,,55.42
2015-06-08,19.0,68.33,,62.5
2015-06-08,20.0,71.67,,48.75
2015-06-08,21.0,61.82,,29.09
2015-06-08,22.0,52.31,,29.17
2015-06-09,8.0,43.85,,5.42
2015-06-09,9.0,60.0,,26.54
2015-06-09,10.0,68.64,,46.54
2015-06-09,11.0,80.0,,66.43
2015-06-09,12.0,60.0,,94.58
2015-06-09,13.0,,,107.86
2015-06-09,14.0,62.5,,80.0
2015-06-09,15.0,120.0,,64.44
2015-06-09,16.0,75.0,,76.82
2015-06-09,17.0,105.83,,61.25
2015-06-09,18.0,117.27,,60.0
2015-06-09,19.0,102.5,,
2015-06-09,21.0,40.0,,18.33
2015-06-09,22.0,90.0,,9.58
2015-06-10,8.0,48.75,,6.92
2015-06-10,9.0,60.0,,34.64
2015-06-10,10.0,72.31,,77.92
2015-06-10,11.0,83.64,,61.54
2015-06-10,12.0,82.22,,63.46
2015-06-10,13.0,106.67,,65.83
2015-06-10,14.0,100.0,,45.0
2015-06-10,15.0,119.38,,38.57
2015-06-10,16.0,127.14,,45.71
2015-06-10,17.0,68.33,,41.25
2015-06-10,18.0,64.17,,44.55
2015-06-10,19.0,95.38,,37.69
2015-06-10,20.0,68.64,,16.36
2015-06-10,21.0,47.27,,17.14
2015-06-10,22.0,43.64,,12.0
2015-06-11,9.0,70.0,,23.82
2015-06-11,10.0,72.22,,48.33
2015-06-11,11.0,70.0,,44.23
2015-06-11,12.0,80.0,,63.5
2015-06-11,13.0,100.0,,72.73
2015-06-11,14.0,110.83,,86.67
2015-06-11,15.0,75.83,,69.09
2015-06-11,16.0,73.33,,70.0
2015-06-11,17.0,97.0,,66.0
2015-06-11,18.0,70.83,,70.83
2015-06-11,19.0,57.73,,85.91
2015-06-11,20.0,71.54,,58.75
2015-06-11,21.0,60.0,,41.82
2015-06-11,22.0,50.77,,36.54
2015-06-12,9.0,45.0,,13.08
2015-06-12,10.0,58.46,,42.31
2015-06-12,11.0,97.73,,45.45
2015-06-12,12.0,107.5,,51.36
2015-06-12,13.0,95.0,,76.92
2015-06-12,14.0,87.5,,85.45
2015-06-12,15.0,84.17,,70.0
2015-06-12,16.0,102.31,,60.38
2015-06-12,17.0,93.0,,47.92
2015-06-12,18.0,,,52.73
2015-06-12,19.0,69.0,,45.0
2015-06-12,20.0,66.5,,42.5
2015-06-12,21.0,102.0,,16.0
2015-06-12,22.0,54.62,,22.92
2015-06-13,9.0,30.0,,10.0
2015-06-13,10.0,,,24.62
2015-06-13,11.0,120.0,,45.36
2015-06-13,12.0,77.69,,51.5
2015-06-13,13.0,86.15,,57.92
2015-06-13,14.0,118.33,,66.67
2015-06-13,15.0,106.67,,58.33
2015-06-13,16.0,91.11,,43.75
2015-06-13,17.0,79.23,,50.0
2015-06-13,18.0,72.73,,45.0
2015-06-13,19.0,65.83,,43.08
2015-06-13,20.0,74.62,,42.08
2015-06-13,21.0,60.0,,17.92
2015-06-13,22.0,49.09,,21.25
2015-06-14,9.0,68.18,,8.64
2015-06-14,10.0,78.33,,33.18
2015-06-14,11.0,67.69,,37.69
2015-06-14,12.0,51.67,,51.67
2015-06-14,13.0,77.08,,81.54
2015-06-14,14.0,81.67,,57.92
2015-06-14,15.0,70.83,,41.67
2015-06-14,16.0,80.0,,43.0
2015-06-14,17.0,81.82,,50.0
2015-06-14,18.0,49.62,,38.75
2015-06-14,19.0,63.33,,35.83
2015-06-14,20.0,74.17,,38.85
2015-06-14,21.0,42.0,,20.45
2015-06-14,22.0,54.62,,14.33
2015-06-15,8.0,42.14,,5.0
2015-06-15,9.0,65.0,,17.06
2015-06-15,10.0,65.45,,41.25
2015-06-15,11.0,76.15,,51.25
2015-06-15,12.0,87.5,,63.75
2015-06-15,13.0,84.0,,80.0
2015-06-15,14.0,96.36,,59.55
2015-06-15,15.0,90.83,,62.31
2015-06-15,16.0,92.31,,62.08
2015-06-15,17.0,100.0,,64.0
2015-06-15,18.0,81.82,,58.64
2015-06-15,19.0,71.0,,51.0
2015-06-15,20.0,76.67,,40.0
2015-06-15,21.0,86.67,,22.5
2015-06-15,22.0,45.45,,20.83
2015-06-16,8.0,36.92,,5.0
2015-06-16,9.0,54.38,,14.0
2015-06-16,10.0,67.5,,37.5
2015-06-16,11.0,85.0,,63.0
2015-06-16,12.0,71.54,,72.08
2015-06-16,13.0,70.0,,77.27
2015-06-16,14.0,79.29,,56.67
2015-06-16,15.0,80.0,,55.5
2015-06-16,16.0,73.0,,65.0
2015-06-16,17.0,85.45,,61.25
2015-06-16,18.0,65.38,,50.42
2015-06-16,19.0,61.67,,52.69
2015-06-16,20.0,81.43,,33.08
2015-06-16,21.0,60.0,,25.45
2015-06-16,22.0,42.92,,16.67
2015-06-17,8.0,33.75,,5.83
2015-06-17,9.0,45.0,,14.58
2015-06-17,10.0,68.08,,37.31
2015-06-17,11.0,61.82,,60.42
2015-06-17,12.0,70.91,,69.58
2015-06-17,13.0,70.0,,66.36
2015-06-17,14.0,70.0,,43.89
2015-06-17,15.0,60.0,,46.67
2015-06-17,16.0,72.73,,65.0
2015-06-17,17.0,77.5,,76.67
2015-06-17,18.0,56.36,,50.45
2015-06-17,19.0,66.67,,47.08
2015-06-17,20.0,59.09,,37.73
2015-06-17,21.0,54.44,,28.12
2015-06-17,22.0,43.0,,32.73
2015-06-18,9.0,60.0,,23.64
2015-06-18,10.0,64.55,,42.27
2015-06-18,11.0,81.82,,60.83
2015-06-18,12.0,56.36,,54.58
2015-06-18,13.0,70.0,,62.92
2015-06-18,14.0,77.5,,58.85
2015-06-18,15.0,62.73,,57.73
2015-06-18,16.0,60.0,,70.42
2015-06-18,17.0,,,56.11
2015-06-18,18.0,,,63.5
2015-06-18,19.0,60.0,,
2015-06-18,20.0,82.5,,34.09
2015-06-18,21.0,85.71,,28.57
2015-06-18,22.0,48.0,,22.0
2015-06-19,9.0,54.0,,10.91
2015-06-19,10.0,61.25,,40.71
2015-06-19,11.0,82.92,,50.91
2015-06-19,12.0,78.46,,50.36
2015-06-19,13.0,61.82,,52.73
2015-06-19,14.0,62.5,,46.92
2015-06-19,15.0,72.5,,41.25
2015-06-19,16.0,66.67,,49.38
2015-06-19,17.0,102.5,,46.67
2015-06-19,18.0,100.0,,60.0
2015-06-19,19.0,95.0,,14.0
2015-06-19,20.0,56.67,,32.08
2015-06-19,21.0,66.67,,7.78
2015-06-19,22.0,,,12.73
2015-06-20,9.0,48.75,,6.67
2015-06-20,10.0,66.92,,36.67
2015-06-20,11.0,61.82,,44.17
2015-06-20,12.0,61.25,,49.44
2015-06-20,13.0,76.92,,61.67
2015-06-20,14.0,73.33,,43.0
2015-06-20,16.0,63.89,,28.5
2015-06-20,17.0,68.33,,41.67
2015-06-20,18.0,75.0,,24.17
2015-06-20,19.0,142.73,,41.67
2015-06-20,20.0,76.54,,25.83
2015-06-20,21.0,51.82,,10.45
2015-06-20,22.0,56.0,,17.27
2015-06-21,9.0,56.25,,10.0
2015-06-21,10.0,64.58,,40.42
2015-06-21,11.0,60.91,,45.91
2015-06-21,12.0,75.0,,49.55
2015-06-21,13.0,,,58.18
2015-06-21,14.0,70.0,,59.62
2015-06-21,15.0,70.0,,48.75
2015-06-21,16.0,90.77,,43.33
2015-06-21,17.0,85.83,,47.08
2015-06-21,18.0,55.0,,40.0
2015-06-21,19.0,77.27,,39.09
2015-06-21,20.0,100.0,,31.67
2015-06-21,21.0,54.58,,11.36
2015-06-21,22.0,40.91,,16.0
2015-06-22,8.0,37.5,,5.0
2015-06-22,9.0,65.0,,14.58
2015-06-22,10.0,64.58,,42.08
2015-06-22,11.0,92.69,,54.17
2015-06-22,12.0,104.17,,97.69
2015-06-22,13.0,86.67,,71.67
2015-06-22,14.0,80.0,,71.36
2015-06-22,15.0,87.5,,61.67
2015-06-22,16.0,94.55,,57.27
2015-06-22,17.0,82.5,,82.5
2015-06-22,18.0,58.33,,55.83
2015-06-22,19.0,78.33,,50.0
2015-06-22,20.0,74.29,,37.14
2015-06-22,21.0,54.0,,27.5
2015-06-22,22.0,49.09,,25.42
2015-06-23,8.0,45.0,,5.0
2015-06-23,9.0,45.0,,19.62
2015-06-23,10.0,68.18,,38.0
2015-06-23,11.0,105.5,,61.25
2015-06-23,12.0,110.0,,88.08
2015-06-23,13.0,70.0,,79.38
2015-06-23,14.0,76.67,,90.0
2015-06-23,15.0,78.33,,67.08
2015-06-23,16.0,71.11,,56.0
2015-06-23,17.0,80.0,,48.33
2015-06-23,18.0,80.0,,50.0
2015-06-23,22.0,,,18.33
2015-06-24,8.0,53.18,,5.0
2015-06-24,9.0,60.0,,24.55
2015-06-24,10.0,65.45,,51.82
2015-06-24,11.0,80.77,,69.29
2015-06-24,12.0,90.0,,74.58
2015-06-24,13.0,95.42,,75.0
2015-06-24,14.0,89.09,,83.18
2015-06-24,15.0,80.0,,79.17
2015-06-24,16.0,88.33,,79.23
2015-06-24,17.0,82.5,,71.25
2015-06-24,19.0,120.0,,53.64
2015-06-24,20.0,120.0,,58.46
2015-06-24,21.0,82.5,,29.09
2015-06-24,22.0,55.0,,34.23
2015-06-25,9.0,75.0,,28.67
2015-06-25,10.0,78.75,,49.64
2015-06-25,11.0,82.73,,50.38
2015-06-25,12.0,81.82,,68.33
2015-06-25,13.0,95.45,,77.27
2015-06-25,14.0,99.17,,61.25
2015-06-25,15.0,78.33,,62.5
2015-06-25,16.0,85.0,,50.56
2015-06-25,17.0,135.0,,
2015-06-25,18.0,,,32.5
2015-06-25,19.0,75.71,,43.64
2015-06-25,20.0,107.5,,49.58
2015-06-25,21.0,101.82,,16.36
2015-06-25,22.0,60.0,,22.08
2015-06-26,9.0,53.08,,13.46
2015-06-26,10.0,62.5,,55.0
2015-06-26,11.0,89.09,,53.64
2015-06-26,12.0,82.5,,62.5
2015-06-26,13.0,95.83,,69.17
2015-06-26,14.0,85.0,,63.0
2015-06-26,15.0,80.0,,51.67
2015-06-26,16.0,78.33,,48.75
2015-06-26,17.0,65.83,,49.62
2015-06-26,18.0,73.08,,42.92
2015-06-26,19.0,92.73,,41.36
2015-06-26,20.0,61.0,,36.5
2015-06-26,21.0,62.73,,21.5
2015-06-26,22.0,50.91,,21.82
2015-06-27,9.0,55.0,,6.36
2015-06-27,10.0,54.0,,33.64
2015-06-27,11.0,66.92,,45.0
2015-06-27,12.0,92.5,,56.25
2015-06-27,13.0,90.83,,54.58
2015-06-27,14.0,70.0,,50.0
2015-06-27,15.0,76.0,,44.5
2015-06-27,16.0,95.83,,51.67
2015-06-27,17.0,77.27,,69.17
2015-06-27,18.0,75.0,,44.55
2015-06-27,19.0,82.0,,45.42
2015-06-27,20.0,52.73,,36.82
2015-06-27,21.0,50.0,,23.18
2015-06-27,22.0,48.64,,31.5
2015-06-28,9.0,45.0,,7.5
2015-06-28,10.0,60.0,,30.0
2015-06-28,11.0,79.0,,38.18
2015-06-28,12.0,78.18,,37.73
2015-06-28,13.0,70.0,,36.25
2015-06-28,14.0,77.0,,39.0
2015-06-28,15.0,73.33,,40.83
2015-06-28,16.0,70.0,,59.09
2015-06-28,17.0,69.17,,60.0
2015-06-28,18.0,58.18,,34.17
2015-06-28,19.0,,,60.42
2015-06-28,20.0,60.0,,49.55
2015-06-28,21.0,58.18,,18.18
2015-06-28,22.0,45.0,,14.55
2015-06-29,9.0,43.75,,8.0
2015-06-29,10.0,60.5,,45.0
2015-06-29,11.0,98.0,,58.5
2015-06-29,12.0,84.55,,32.73
2015-06-29,13.0,87.5,,20.0
2015-06-29,14.0,81.82,,24.09
2015-06-29,15.0,69.17,,39.17
2015-06-29,16.0,93.64,,50.83
2015-06-29,17.0,85.45,,58.85
2015-06-29,18.0,60.45,,52.0
2015-06-29,19.0,68.89,,47.78
2015-06-29,20.0,90.0,,38.33
2015-06-29,21.0,64.55,,15.45
2015-06-29,22.0,43.85,,25.0
2015-06-30,9.0,46.82,,9.58
2015-06-30,10.0,65.77,,34.23
2015-06-30,11.0,86.0,,62.0
2015-06-30,12.0,71.67,,65.42
2015-06-30,13.0,79.23,,80.83
2015-06-30,14.0,93.64,,62.27
2015-06-30,15.0,85.45,,61.36
2015-06-30,16.0,86.0,,74.5
2015-06-30,17.0,79.09,,70.0
2015-06-30,18.0,65.0,,60.0
2015-06-30,19.0,68.0,,58.5
2015-06-30,20.0,68.57,,53.33
2015-06-30,21.0,72.0,,24.5
2015-06-30,22.0,47.69,,22.5
2015-07-01,9.0,44.55,,21.15
2015-07-01,10.0,64.17,,39.17
2015-07-01,11.0,61.67,,55.0
2015-07-01,12.0,70.0,,54.23
2015-07-01,13.0,70.0,,47.14
2015-07-01,14.0,74.17,,58.75
2015-07-01,15.0,75.38,,55.83
2015-07-01,16.0,77.5,,46.36
2015-07-01,17.0,63.64,,61.67
2015-07-01,18.0,,,45.0
2015-07-01,19.0,,,49.09
2015-07-01,20.0,30.0,,41.82
2015-07-01,22.0,30.0,,8.33
2015-07-02,9.0,53.75,,5.0
2015-07-02,10.0,63.64,,27.73
2015-07-02,11.0,67.27,,39.58
2015-07-02,12.0,60.0,,53.64
2015-07-02,13.0,,,65.0
2015-07-02,14.0,90.0,,61.25
2015-07-02,15.0,57.5,,50.83
2015-07-02,16.0,91.0,,47.0
2015-07-02,17.0,77.5,,60.0
2015-07-02,18.0,67.78,,46.67
2015-07-02,19.0,82.0,,43.33
2015-07-02,20.0,65.71,,35.71
2015-07-02,21.0,56.36,,16.88
2015-07-02,22.0,47.14,,15.83
2015-07-03,8.0,30.0,,5.0
2015-07-03,9.0,45.38,,12.5
2015-07-03,10.0,55.45,,30.42
2015-07-03,11.0,62.5,,36.54
2015-07-03,12.0,66.15,,43.46
2015-07-03,13.0,61.67,,59.17
2015-07-03,14.0,78.33,,50.83
2015-07-03,15.0,70.91,,52.73
2015-07-03,16.0,68.0,,61.0
2015-07-03,17.0,64.0,,57.5
2015-07-03,18.0,79.0,,52.5
2015-07-03,21.0,80.0,,
2015-07-03,22.0,45.42,,
2015-07-04,8.0,34.5,,5.0
2015-07-04,9.0,51.25,,9.58
2015-07-04,10.0,76.0,,47.0
2015-07-04,11.0,82.31,,64.17
2015-07-04,12.0,85.45,,74.09
2015-07-04,13.0,101.67,,81.11
2015-07-04,14.0,106.67,,95.0
2015-07-04,15.0,95.83,,88.33
2015-07-04,16.0,100.0,,93.5
2015-07-04,17.0,101.67,,101.67
2015-07-04,18.0,103.64,,85.0
2015-07-04,19.0,91.82,,66.82
2015-07-04,20.0,67.5,,31.67
2015-07-04,21.0,79.09,,14.55
2015-07-04,22.0,78.18,,12.27
2015-07-05,9.0,42.27,,5.0
2015-07-05,10.0,60.56,,27.5
2015-07-05,11.0,90.0,,49.09
2015-07-05,12.0,90.91,,41.82
2015-07-05,13.0,87.27,,41.5
2015-07-05,14.0,113.33,,51.67
2015-07-05,15.0,93.0,,43.0
2015-07-05,16.0,85.0,,51.88
2015-07-05,17.0,86.25,,43.75
2015-07-05,19.0,82.5,,12.08
2015-07-05,20.0,58.89,,10.45
2015-07-05,21.0,24.17,,5.0
2015-07-05,22.0,32.69,,5.0
2015-07-06,9.0,43.85,,6.36
2015-07-06,10.0,62.08,,35.0
2015-07-06,11.0,87.27,,55.42
2015-07-06,12.0,80.83,,65.0
2015-07-06,13.0,82.5,,67.5
2015-07-06,14.0,76.0,,54.0
2015-07-06,15.0,69.17,,58.33
2015-07-06,16.0,90.0,,59.09
2015-07-06,17.0,86.36,,61.82
2015-07-06,18.0,74.23,,57.92
2015-07-06,19.0,70.0,,47.5
2015-07-06,20.0,68.33,,27.5
2015-07-06,21.0,50.0,,18.33
2015-07-06,22.0,42.5,,15.0
2015-07-07,9.0,46.92,,6.82
2015-07-07,10.0,61.54,,33.75
2015-07-07,11.0,104.58,,52.08
2015-07-07,12.0,116.67,,81.25
2015-07-07,13.0,100.0,,70.42
2015-07-07,14.0,94.55,,60.42
2015-07-07,15.0,120.0,,55.91
2015-07-07,16.0,126.11,,76.5
2015-07-07,17.0,81.0,,65.0
2015-07-07,18.0,64.58,,48.33
2015-07-07,19.0,85.0,,49.5
2015-07-07,20.0,74.58,,55.83
2015-07-07,21.0,72.0,,32.92
2015-07-07,22.0,56.15,,35.83
2015-07-08,9.0,52.92,,8.08
2015-07-08,10.0,64.29,,37.31
2015-07-08,11.0,72.73,,53.18
2015-07-08,12.0,71.82,,59.09
2015-07-08,13.0,70.0,,75.0
2015-07-08,14.0,76.36,,65.45
2015-07-08,15.0,93.64,,70.91
2015-07-08,16.0,77.27,,69.09
2015-07-08,17.0,76.67,,61.11
2015-07-08,18.0,71.0,,52.0
2015-07-08,19.0,91.67,,47.92
2015-07-08,20.0,92.73,,38.21
2015-07-08,21.0,44.44,,15.5
2015-07-08,22.0,42.5,,22.92
2015-07-09,9.0,45.0,,26.5
2015-07-09,10.0,69.17,,41.15
2015-07-09,11.0,94.17,,55.42
2015-07-09,12.0,74.17,,57.31
2015-07-09,13.0,82.5,,69.17
2015-07-09,14.0,86.36,,69.55
2015-07-09,15.0,74.55,,69.44
2015-07-09,16.0,76.0,,120.0
2015-07-09,17.0,,,120.0
2015-07-09,18.0,90.0,,105.0
2015-07-09,19.0,85.0,,61.0
2015-07-09,20.0,96.36,,64.09
2015-07-09,21.0,70.0,,45.0
2015-07-09,22.0,40.71,,18.33
2015-07-10,9.0,35.0,,8.0
2015-07-10,10.0,71.82,,32.5
2015-07-10,11.0,86.36,,38.08
2015-07-10,12.0,74.17,,45.77
2015-07-10,13.0,79.17,,64.23
2015-07-10,14.0,90.0,,75.42
2015-07-10,15.0,78.33,,52.08
2015-07-10,16.0,73.33,,68.33
2015-07-10,17.0,72.73,,74.58
2015-07-10,18.0,82.22,,88.89
2015-07-10,19.0,,,53.75
2015-07-10,20.0,83.0,,43.33
2015-07-10,21.0,86.67,,24.55
2015-07-10,22.0,49.09,,11.82
2015-07-11,9.0,60.83,,9.62
2015-07-11,10.0,63.46,,38.46
2015-07-11,11.0,60.77,,48.08
2015-07-11,12.0,69.17,,65.0
2015-07-11,13.0,82.0,,61.25
2015-07-11,14.0,100.0,,52.86
2015-07-11,15.0,85.83,,
2015-07-11,16.0,75.0,,57.0
2015-07-11,17.0,80.0,,76.43
2015-07-11,18.0,93.75,,60.0
2015-07-11,19.0,70.0,,
2015-07-11,20.0,128.46,,44.17
2015-07-11,21.0,80.0,,32.27
2015-07-11,22.0,60.83,,29.09
2015-07-12,9.0,38.18,,5.0
2015-07-12,10.0,63.33,,23.75
2015-07-12,11.0,78.46,,43.08
2015-07-12,12.0,56.67,,53.33
2015-07-12,13.0,67.5,,44.62
2015-07-12,14.0,79.09,,50.0
2015-07-12,15.0,70.0,,42.5
2015-07-12,16.0,76.67,,67.5
2015-07-12,17.0,87.78,,50.62
2015-07-12,18.0,59.17,,62.92
2015-07-12,19.0,68.89,,61.0
2015-07-12,20.0,90.83,,31.25
2015-07-12,21.0,56.82,,18.18
2015-07-12,22.0,42.22,,8.89
2015-07-13,8.0,32.73,,5.0
2015-07-13,9.0,45.0,,10.42
2015-07-13,10.0,54.62,,36.25
2015-07-13,11.0,80.0,,66.67
2015-07-13,12.0,74.62,,55.0
2015-07-13,13.0,80.0,,65.45
2015-07-13,14.0,80.0,,66.67
2015-07-13,15.0,69.09,,59.55
2015-07-13,16.0,78.0,,79.0
2015-07-13,17.0,85.83,,63.08
2015-07-13,18.0,66.67,,61.67
2015-07-13,19.0,65.0,,52.08
2015-07-13,20.0,84.17,,36.25
2015-07-13,21.0,50.0,,25.42
2015-07-13,22.0,38.46,,17.92
2015-07-14,8.0,30.0,,5.0
2015-07-14,9.0,71.25,,12.92
2015-07-14,10.0,72.27,,39.62
2015-07-14,11.0,63.0,,48.0
2015-07-14,12.0,75.56,,64.5
2015-07-14,13.0,80.0,,67.5
2015-07-14,14.0,107.5,,65.0
2015-07-14,15.0,80.0,,71.36
2015-07-14,16.0,93.0,,70.5
2015-07-14,17.0,91.11,,65.62
2015-07-14,18.0,85.0,,59.38
2015-07-14,19.0,77.78,,61.11
2015-07-14,20.0,83.33,,48.33
2015-07-14,21.0,60.0,,28.33
2015-07-14,22.0,50.0,,31.11
2015-07-15,8.0,37.5,,5.0
2015-07-15,9.0,45.0,,20.83
2015-07-15,10.0,65.0,,40.42
2015-07-15,11.0,88.46,,57.08
2015-07-15,12.0,76.67,,63.33
2015-07-15,13.0,67.27,,59.5
2015-07-15,14.0,84.55,,64.09
2015-07-15,15.0,89.09,,66.25
2015-07-15,16.0,78.18,,64.0
2015-07-15,17.0,80.0,,60.56
2015-07-15,18.0,70.0,,65.56
2015-07-15,19.0,86.43,,61.67
2015-07-15,20.0,80.0,,54.09
2015-07-15,21.0,60.0,,22.73
2015-07-15,22.0,46.67,,30.0
2015-07-16,9.0,73.85,,28.21
2015-07-16,10.0,79.29,,51.92
2015-07-16,11.0,76.36,,
2015-07-16,12.0,80.91,,
2015-07-16,13.0,103.08,,61.0
2015-07-16,14.0,80.0,,83.18
2015-07-16,15.0,80.0,,72.14
2015-07-16,16.0,90.0,,76.5
2015-07-16,17.0,90.0,,83.75
2015-07-16,18.0,73.33,,72.08
2015-07-16,19.0,90.0,,70.0
2015-07-16,20.0,99.17,,36.25
2015-07-16,21.0,60.91,,31.36
2015-07-16,22.0,49.58,,39.17
2015-07-17,9.0,45.0,,7.5
2015-07-17,10.0,80.91,,46.36
2015-07-17,11.0,70.0,,42.08
2015-07-17,12.0,63.0,,65.0
2015-07-17,13.0,77.27,,71.36
2015-07-17,14.0,90.0,,69.38
2015-07-17,15.0,96.0,,61.0
2015-07-17,16.0,73.64,,57.27
2015-07-17,17.0,76.92,,52.86
2015-07-17,18.0,88.33,,58.21
2015-07-17,19.0,65.0,,37.5
2015-07-17,20.0,60.0,,26.36
2015-07-17,21.0,77.0,,11.5
2015-07-17,22.0,57.5,,13.75
2015-07-18,9.0,57.86,,9.23
2015-07-18,10.0,55.0,,32.5
2015-07-18,11.0,59.09,,40.91
2015-07-18,12.0,74.62,,50.38
2015-07-18,13.0,84.17,,59.17
2015-07-18,14.0,95.71,,61.88
2015-07-18,15.0,110.0,,50.0
2015-07-18,16.0,95.0,,50.0
2015-07-18,17.0,90.0,,59.17
2015-07-18,18.0,97.27,,51.82
2015-07-18,19.0,93.33,,54.58
2015-07-18,20.0,88.33,,65.42
2015-07-18,21.0,82.5,,20.91
2015-07-18,22.0,42.5,,24.55
2015-07-19,9.0,55.91,,10.0
2015-07-19,10.0,65.38,,36.36
2015-07-19,11.0,65.45,,50.38
2015-07-19,12.0,85.38,,45.0
2015-07-19,13.0,89.17,,56.92
2015-07-19,14.0,88.0,,50.5
2015-07-19,15.0,88.57,,54.29
2015-07-19,16.0,98.33,,66.67
2015-07-19,17.0,60.0,,52.0
2015-07-19,18.0,58.0,,50.0
2015-07-19,19.0,,,45.5
2015-07-19,20.0,83.75,,33.64
2015-07-19,21.0,42.14,,15.45
2015-07-19,22.0,52.86,,15.83
2015-07-20,8.0,31.07,,5.0
2015-07-20,9.0,45.0,,14.67
2015-07-20,10.0,73.18,,50.42
2015-07-20,11.0,90.91,,58.64
2015-07-20,12.0,72.73,,81.67
2015-07-20,13.0,83.33,,82.92
2015-07-20,14.0,108.33,,74.17
2015-07-20,16.0,118.33,,72.08
2015-07-20,17.0,125.0,,83.18
2015-07-20,18.0,139.17,,89.17
2015-07-20,19.0,77.5,,72.27
2015-07-20,20.0,76.25,,40.83
2015-07-20,21.0,97.5,,28.75
2015-07-20,22.0,62.5,,31.36
2015-07-21,8.0,35.45,,5.0
2015-07-21,9.0,45.0,,20.38
2015-07-21,10.0,67.5,,55.91
2015-07-21,11.0,85.83,,65.0
2015-07-21,12.0,74.29,,92.86
2015-07-21,13.0,116.0,,95.0
2015-07-21,14.0,140.0,,99.58
2015-07-21,15.0,120.0,,93.12
2015-07-21,16.0,120.0,,90.0
2015-07-21,17.0,124.17,,70.83
2015-07-21,18.0,133.33,,75.0
2015-07-21,19.0,110.83,,65.42
2015-07-21,20.0,110.0,,51.25
2015-07-21,21.0,79.09,,37.27
2015-07-21,22.0,53.64,,25.0
2015-07-22,8.0,42.27,,3.89
2015-07-22,9.0,50.0,,13.46
2015-07-22,10.0,68.75,,40.38
2015-07-22,11.0,95.0,,66.67
2015-07-22,12.0,,,103.18
2015-07-22,13.0,,,109.17
2015-07-22,14.0,,,95.0
2015-07-22,15.0,70.0,,120.0
2015-07-22,16.0,144.0,,87.0
2015-07-22,17.0,150.0,,97.0
2015-07-22,18.0,135.0,,68.75
2015-07-22,19.0,152.73,,67.73
2015-07-22,20.0,140.71,,57.92
2015-07-22,21.0,113.64,,20.45
2015-07-22,22.0,44.62,,19.58
2015-07-23,9.0,60.0,,34.62
2015-07-23,10.0,63.08,,58.64
2015-07-23,11.0,81.82,,57.31
2015-07-23,12.0,66.36,,82.08
2015-07-23,13.0,80.83,,67.5
2015-07-23,14.0,109.17,,61.25
2015-07-23,15.0,107.5,,58.21
2015-07-23,16.0,85.38,,71.54
2015-07-23,17.0,93.64,,74.09
2015-07-23,18.0,96.67,,79.55
2015-07-23,19.0,80.0,,50.91
2015-07-23,20.0,90.83,,47.08
2015-07-23,21.0,70.0,,29.55
2015-07-23,22.0,42.5,,24.58
2015-07-24,9.0,43.75,,9.58
2015-07-24,10.0,63.75,,41.54
2015-07-24,11.0,94.55,,53.75
2015-07-24,12.0,84.55,,45.91
2015-07-24,13.0,62.31,,64.23
2015-07-24,14.0,79.09,,68.5
2015-07-24,15.0,83.33,,43.5
2015-07-24,16.0,130.0,,53.0
2015-07-24,17.0,130.0,,53.75
2015-07-24,18.0,113.33,,60.42
2015-07-24,19.0,80.0,,50.45
2015-07-24,20.0,83.33,,32.92
2015-07-24,21.0,83.33,,14.5
2015-07-24,22.0,50.83,,16.43
2015-07-25,9.0,30.0,,6.82
2015-07-25,10.0,54.55,,30.0
2015-07-25,11.0,86.15,,50.42
2015-07-25,12.0,86.36,,34.58
2015-07-25,13.0,94.0,,95.91
2015-07-25,14.0,100.0,,58.0
2015-07-25,15.0,94.17,,55.71
2015-07-25,16.0,92.86,,74.62
2015-07-25,17.0,100.83,,63.75
2015-07-25,18.0,80.0,,48.46
2015-07-25,19.0,75.45,,44.09
2015-07-25,20.0,90.0,,47.08
2015-07-25,21.0,62.73,,25.91
2015-07-25,22.0,49.62,,29.09
2015-07-26,9.0,71.0,,6.36
2015-07-26,10.0,49.33,,31.33
2015-07-26,11.0,67.14,,41.43
2015-07-26,12.0,85.0,,
2015-07-26,13.0,88.33,,56.82
2015-07-26,14.0,84.17,,70.0
2015-07-26,15.0,73.0,,64.0
2015-07-26,16.0,81.67,,70.42
2015-07-26,17.0,75.38,,54.58
2015-07-26,18.0,65.0,,58.33
2015-07-26,19.0,70.0,,52.5
2015-07-26,20.0,70.0,,40.42
2015-07-26,21.0,69.09,,18.64
2015-07-26,22.0,45.38,,12.92
2015-07-27,9.0,37.5,,16.11
